relevance,word_in_title,word_in_description,word_in_attribute,len_of_query,len_of_attributes,brandname,nrBullets,search_term_nrNumbers,product_title_nrNumbers,product_description_nrNumbers,attributes_nrNumbers,product_title_measurements_nrMeasurementMatch,product_description_measurements_nrMeasurementMatch,attributes_measurements_nrMeasurementMatch
2.0,4,3,2,5,86,1.0,4,0,1,1,8,0,0,0
2.67,1,0,1,3,303,1.0,13,1,2,6,23,0,0,0
3.0,3,1,1,3,126,1.0,9,0,0,3,7,0,0,0
2.67,2,1,0,2,60,1.0,7,0,0,0,12,0,0,0
2.33,2,2,1,3,100,1.0,6,0,1,5,5,0,0,0
2.33,2,4,3,5,46,1.0,5,0,1,2,4,0,0,0
3.0,5,6,4,6,122,1.0,10,0,1,6,8,0,0,0
2.33,3,3,2,4,122,1.0,10,0,1,6,8,0,0,0
2.67,3,4,2,5,122,1.0,8,0,2,2,6,0,0,0
2.33,4,3,0,4,159,1.0,11,0,0,5,17,0,0,0
2.33,2,2,2,3,34,1.0,4,0,2,4,7,0,0,0
3.0,2,2,2,4,34,1.0,4,0,2,4,7,0,0,0
1.0,2,2,1,3,78,1.0,6,0,1,6,6,0,0,0
1.0,3,2,1,4,42,1.0,4,0,0,0,7,0,0,0
3.0,3,3,0,3,42,1.0,4,0,0,0,7,0,0,0
2.0,2,2,0,4,110,1.0,11,0,0,4,14,0,0,0
1.67,2,2,2,3,70,1.0,8,0,0,0,4,0,0,0
1.67,2,2,2,4,70,1.0,8,0,0,0,4,0,0,0
2.33,2,2,0,3,71,1.0,5,0,0,1,7,0,0,0
2.33,5,5,1,6,128,1.0,13,0,1,4,15,0,0,0
2.33,3,2,2,5,58,1.0,4,1,1,0,6,1,0,0
2.33,2,2,1,3,64,1.0,9,0,0,3,6,0,0,0
1.33,2,2,0,3,40,1.0,5,0,1,2,7,0,0,0
1.67,2,2,1,3,163,1.0,10,0,3,2,13,0,0,0
2.67,2,2,2,4,61,1.0,5,0,1,0,5,0,0,0
2.33,2,1,1,4,55,1.0,5,1,2,1,7,0,0,0
3.0,6,6,1,6,69,1.0,11,1,1,1,6,1,1,0
2.0,4,3,1,5,38,1.0,5,2,3,2,10,0,0,0
2.0,4,4,3,5,170,1.0,18,0,1,3,18,0,0,0
2.33,1,2,1,3,38,1.0,4,0,1,1,4,0,0,0
2.67,4,1,1,4,197,1.0,10,0,3,0,12,0,0,0
1.0,3,4,3,5,76,1.0,5,1,0,0,4,0,0,0
3.0,2,2,0,2,78,1.0,4,0,1,1,4,0,0,0
2.0,1,2,2,6,169,1.0,8,0,1,1,21,0,0,0
1.67,1,1,0,3,66,1.0,6,0,0,0,10,0,0,0
3.0,3,2,2,4,94,1.0,5,0,0,0,9,0,0,0
2.67,5,4,3,6,94,1.0,5,0,0,0,9,0,0,0
1.67,3,5,3,6,150,1.0,10,0,3,5,11,0,0,0
2.33,1,0,0,2,73,1.0,7,0,0,1,9,0,0,0
2.33,4,4,2,6,77,1.0,4,0,1,2,4,0,0,0
2.67,3,3,1,4,48,1.0,5,0,2,3,7,0,0,0
2.67,1,0,0,2,45,1.0,4,0,0,2,6,0,0,0
2.0,2,2,0,3,101,1.0,6,0,0,8,19,0,0,0
3.0,1,0,0,2,72,1.0,5,0,2,1,9,0,0,0
3.0,3,2,1,5,64,1.0,7,0,2,1,7,0,0,0
1.33,3,1,1,5,64,1.0,7,0,2,1,7,0,0,0
1.67,2,3,1,4,48,1.0,5,0,1,3,5,0,0,0
1.67,0,1,1,3,84,1.0,5,0,2,4,8,0,0,0
2.0,1,0,0,3,78,1.0,4,0,2,1,19,0,0,0
2.33,2,4,3,4,174,1.0,9,1,1,4,16,0,0,0
2.33,1,1,1,2,88,1.0,5,0,0,0,6,0,0,0
3.0,1,1,0,2,77,1.0,5,0,0,1,10,0,0,0
2.67,2,1,1,4,78,1.0,9,0,0,4,11,0,0,0
1.67,2,2,0,3,74,1.0,4,0,2,5,9,0,0,0
2.33,3,4,3,6,60,1.0,5,2,0,0,9,0,0,0
1.0,2,2,1,3,62,1.0,6,0,0,2,8,0,0,0
2.33,2,1,1,3,122,1.0,8,0,2,2,6,0,0,0
2.33,3,3,4,5,119,1.0,8,1,1,2,7,1,1,0
2.33,2,2,2,3,119,1.0,8,0,1,2,7,0,0,0
2.33,2,1,0,2,170,1.0,17,0,1,8,20,0,0,0
2.0,2,2,1,3,66,1.0,6,0,0,0,11,0,0,0
1.67,2,2,1,3,27,1.0,4,1,0,1,6,0,0,0
2.67,1,1,1,3,208,1.0,10,0,5,7,14,0,0,0
2.33,4,4,3,5,77,1.0,5,1,2,5,10,1,0,0
2.33,1,1,0,3,39,1.0,4,0,1,1,3,0,0,0
2.33,0,0,0,3,39,1.0,4,0,1,1,3,0,0,0
3.0,2,3,1,4,48,1.0,7,0,1,3,7,0,0,0
2.0,3,3,3,4,95,1.0,11,0,1,5,6,0,0,0
2.67,2,0,0,3,116,1.0,7,0,2,0,6,0,0,0
2.0,2,3,1,3,90,1.0,6,0,2,13,16,0,0,0
2.67,1,3,1,5,118,1.0,9,0,0,1,6,0,0,0
1.67,1,1,1,4,60,1.0,4,0,2,3,13,0,0,0
1.67,1,1,1,4,60,1.0,4,0,2,3,13,0,0,0
1.67,2,2,2,3,110,1.0,8,0,2,4,7,0,0,0
1.33,2,1,1,3,60,1.0,4,0,1,3,6,0,0,0
2.67,7,5,5,8,103,1.0,5,3,0,0,11,0,0,0
3.0,9,6,6,9,103,1.0,5,3,0,0,11,0,0,0
2.67,2,0,0,3,48,1.0,4,0,1,4,8,0,0,0
2.33,2,5,3,5,144,1.0,12,0,1,4,14,0,0,0
2.33,3,3,2,4,53,1.0,4,0,2,4,7,0,0,0
2.67,2,1,1,5,159,1.0,10,1,1,7,19,0,0,0
3.0,0,0,0,2,159,1.0,10,0,1,7,19,0,0,0
2.33,2,2,1,3,29,1.0,5,0,1,2,7,0,0,0
1.67,2,2,2,3,167,1.0,9,0,0,5,7,0,0,0
2.67,4,4,3,6,254,1.0,11,1,1,8,24,1,1,1
2.67,1,1,0,2,254,1.0,11,0,1,8,24,0,0,0
2.0,2,2,0,3,254,1.0,11,0,1,8,24,0,0,0
1.67,3,3,2,4,97,1.0,9,1,0,5,17,0,0,0
2.33,3,2,1,3,116,1.0,10,0,1,2,4,0,0,0
2.0,3,3,0,4,33,1.0,5,1,1,6,5,0,0,0
2.67,3,3,0,4,33,1.0,5,0,1,6,5,0,0,0
2.0,1,1,0,3,72,1.0,5,0,2,1,8,0,0,0
2.67,3,3,3,4,119,1.0,10,0,1,6,7,0,0,0
2.33,3,3,2,3,119,1.0,10,0,1,6,7,0,0,0
2.0,4,4,0,8,60,1.0,7,2,2,5,10,0,0,0
1.67,3,3,2,5,144,1.0,8,0,1,0,4,0,0,0
2.67,1,1,0,2,160,1.0,15,0,1,6,12,0,0,0
2.0,3,4,1,7,146,1.0,8,1,0,0,32,0,0,0
3.0,1,2,1,3,47,1.0,4,0,0,1,9,0,0,0
2.33,2,2,0,4,170,1.0,12,0,1,3,16,0,0,0
2.33,2,2,1,3,170,1.0,12,0,1,3,16,0,0,0
2.33,2,2,1,3,126,1.0,13,0,1,0,5,0,0,0
1.67,4,5,4,8,53,1.0,7,1,1,1,4,0,0,0
3.0,4,4,2,4,125,1.0,7,0,1,3,8,0,0,0
2.67,1,2,2,3,128,1.0,11,0,1,7,19,0,0,0
2.33,3,3,1,3,26,1.0,4,0,0,3,9,0,0,0
2.33,6,5,4,6,117,1.0,10,1,3,4,26,1,1,1
2.33,2,2,0,3,65,1.0,6,0,0,5,13,0,0,0
2.67,3,2,2,4,62,1.0,6,2,0,4,8,0,0,0
2.67,2,3,3,4,113,1.0,5,0,0,1,8,0,0,0
1.33,3,3,1,4,113,1.0,5,0,0,1,8,0,0,0
2.67,1,2,1,2,108,1.0,8,0,0,3,8,0,0,0
2.33,2,1,1,3,53,1.0,4,0,3,0,5,0,0,0
1.0,0,0,0,1,48,1.0,7,0,1,4,7,0,0,0
2.33,2,3,1,4,49,1.0,5,0,4,5,6,0,0,0
1.33,2,2,2,4,64,1.0,6,0,2,1,7,0,0,0
2.67,2,1,0,4,217,1.0,11,0,3,0,14,0,0,0
2.33,2,1,1,3,61,1.0,5,0,2,6,8,0,0,0
2.0,2,2,0,3,49,1.0,4,0,2,3,7,0,0,0
1.67,1,1,0,3,37,1.0,4,0,0,1,6,0,0,0
3.0,4,2,0,4,239,1.0,12,0,3,7,19,0,0,0
2.0,2,2,2,3,66,1.0,4,0,0,0,5,0,0,0
2.33,4,2,4,4,51,1.0,6,2,2,0,10,1,0,0
2.0,3,3,2,5,43,1.0,6,2,2,4,4,0,0,0
3.0,4,4,3,4,67,1.0,7,0,0,4,8,0,0,0
2.0,4,3,2,4,57,1.0,6,0,0,5,9,0,0,0
2.0,2,0,1,4,47,1.0,4,1,0,0,10,0,0,0
2.33,1,2,0,3,103,1.0,10,0,0,9,19,0,0,0
2.0,2,2,0,3,103,1.0,10,0,0,9,19,0,0,0
2.33,1,1,0,3,102,1.0,7,0,0,5,12,0,0,0
2.0,3,6,2,6,59,1.0,5,0,0,8,6,0,0,0
2.33,0,2,5,9,46,1.0,4,2,1,2,11,0,0,2
2.0,0,3,2,3,46,1.0,4,0,1,2,11,0,0,0
2.33,3,3,3,5,61,1.0,6,2,2,1,2,0,0,0
2.33,1,2,0,4,30,1.0,5,0,1,4,5,0,0,0
2.0,2,1,1,4,100,1.0,6,0,2,4,13,0,0,0
2.33,4,4,2,4,51,1.0,5,0,1,1,4,0,0,0
2.0,2,2,0,4,40,1.0,4,0,3,0,10,0,0,0
2.33,3,3,2,6,448,1.0,14,1,1,10,32,0,0,0
2.0,5,6,4,6,448,1.0,14,0,1,10,32,0,0,0
2.33,2,2,1,3,452,1.0,16,0,1,3,29,0,0,0
1.67,2,2,2,3,34,1.0,4,0,1,2,6,0,0,0
1.33,2,2,2,4,80,1.0,7,0,1,3,6,0,0,0
3.0,3,3,1,3,39,1.0,5,0,2,4,4,0,0,0
2.0,2,2,2,3,152,1.0,5,0,1,13,6,0,0,0
2.33,3,3,2,5,58,1.0,5,0,1,4,6,0,0,0
2.0,1,4,4,4,219,1.0,13,0,0,3,15,0,0,0
1.67,2,1,0,5,48,1.0,4,0,1,1,8,0,0,0
3.0,3,3,1,3,90,1.0,5,0,1,1,10,0,0,0
2.33,1,1,1,2,53,1.0,4,0,0,3,7,0,0,0
1.67,3,3,1,5,46,1.0,4,0,2,1,4,0,0,0
3.0,1,1,1,3,80,1.0,9,0,2,2,5,0,0,0
3.0,3,3,1,3,125,1.0,12,1,0,4,12,0,0,0
2.67,2,1,0,3,74,1.0,5,0,0,1,10,0,0,0
2.33,3,3,3,3,84,1.0,7,2,3,2,8,0,0,0
2.67,2,1,1,4,42,1.0,4,1,1,0,6,0,0,0
2.0,2,2,2,3,42,1.0,4,1,1,0,6,0,0,0
2.0,3,3,1,4,96,1.0,10,0,1,7,21,0,0,0
2.33,2,1,1,3,56,1.0,9,1,1,4,10,0,0,0
2.67,1,1,1,2,37,1.0,4,0,0,2,6,0,0,0
2.67,3,3,3,3,60,1.0,5,1,1,5,17,0,0,0
2.0,4,4,3,5,253,1.0,9,1,1,5,27,0,0,0
2.33,5,5,4,6,253,1.0,9,1,1,5,27,0,0,0
3.0,4,2,1,5,91,1.0,4,0,0,1,12,0,0,0
2.0,2,1,0,3,54,1.0,4,0,1,2,13,0,0,0
1.33,0,0,0,2,34,1.0,4,0,2,2,6,0,0,0
1.0,2,2,2,3,87,1.0,4,0,1,0,5,0,0,0
2.67,0,0,0,2,40,1.0,6,0,2,2,4,0,0,0
1.67,1,1,0,2,40,1.0,6,0,2,2,4,0,0,0
2.0,2,2,1,3,76,1.0,7,0,1,1,9,0,0,0
1.33,2,2,2,3,54,1.0,5,0,1,0,8,0,0,0
2.67,3,3,2,4,129,1.0,14,0,2,5,21,0,0,0
2.0,2,1,0,3,82,1.0,8,0,1,1,14,0,0,0
2.0,2,1,1,3,81,1.0,5,0,0,11,18,0,0,0
2.67,4,2,1,5,119,1.0,6,1,0,2,8,0,0,0
2.0,1,0,0,2,125,1.0,10,0,0,4,9,0,0,0
2.67,2,0,0,2,28,1.0,4,0,1,4,0,0,0,0
2.67,2,2,1,3,158,1.0,9,0,2,3,6,0,0,0
2.67,1,1,0,3,73,1.0,5,0,2,4,9,0,0,0
2.33,0,1,1,2,220,1.0,11,0,1,6,9,0,0,0
2.0,1,2,0,4,96,1.0,11,0,2,3,6,0,0,0
1.0,2,2,0,2,96,1.0,11,0,2,3,6,0,0,0
1.67,2,1,1,3,70,1.0,4,0,2,4,7,0,0,0
1.67,2,2,1,3,56,1.0,8,0,1,9,13,0,0,0
2.33,1,2,1,4,56,1.0,8,0,1,9,13,0,0,0
2.67,4,3,0,4,116,1.0,10,0,2,6,9,0,0,0
3.0,1,0,0,2,22,1.0,4,0,1,0,0,0,0,0
3.0,2,2,0,2,35,1.0,4,0,2,0,8,0,0,0
2.0,3,4,1,7,63,1.0,6,1,1,3,8,0,0,0
2.33,3,3,0,4,120,1.0,9,0,1,6,16,0,0,0
2.33,3,4,1,6,64,1.0,6,0,0,0,7,0,0,0
2.0,3,4,3,6,75,1.0,5,0,1,3,10,0,0,0
2.0,2,2,2,3,93,1.0,6,0,1,4,8,0,0,0
2.67,2,3,2,3,84,1.0,5,0,2,5,9,0,0,0
2.33,2,2,1,5,84,1.0,5,0,2,5,9,0,0,0
3.0,1,1,0,3,53,1.0,6,0,2,2,6,0,0,0
2.0,4,4,0,5,86,1.0,5,0,0,0,7,0,0,0
1.67,3,2,2,4,141,1.0,6,0,0,9,10,0,0,0
1.67,2,1,1,3,141,1.0,6,0,0,9,10,0,0,0
1.67,1,2,2,3,89,1.0,5,0,2,2,7,0,0,0
1.0,3,3,2,6,117,1.0,6,1,3,5,8,0,0,0
1.0,0,0,2,4,117,1.0,6,0,3,5,8,0,0,0
3.0,2,2,1,3,270,1.0,11,0,1,8,27,0,0,0
3.0,0,0,0,2,60,1.0,4,0,0,3,8,0,0,0
2.67,3,2,0,4,125,1.0,10,0,0,4,8,0,0,0
2.67,1,2,2,3,34,1.0,4,0,1,3,9,0,0,0
2.67,5,4,4,5,102,1.0,5,1,1,1,15,0,0,0
2.67,2,0,0,3,55,1.0,5,2,2,1,5,0,0,0
1.67,4,3,2,5,97,1.0,9,0,0,4,11,0,0,0
2.33,3,1,0,5,51,1.0,4,0,0,3,15,0,0,0
1.33,2,0,0,3,141,1.0,10,0,2,1,4,0,0,0
2.33,3,3,3,4,120,1.0,7,1,1,4,13,0,0,0
1.33,0,1,1,2,158,1.0,10,1,1,6,17,0,0,0
2.67,3,4,3,4,132,1.0,9,1,1,6,13,1,1,1
2.0,2,1,1,2,54,1.0,4,1,1,0,6,0,0,0
2.67,2,3,2,4,39,1.0,4,0,1,1,8,0,0,0
2.67,3,3,1,4,85,1.0,6,1,3,3,12,0,0,0
2.33,4,3,3,5,99,1.0,8,1,0,2,5,0,0,0
1.67,1,0,0,4,99,1.0,8,0,0,2,5,0,0,0
2.33,3,3,4,6,70,1.0,5,3,0,1,8,0,0,0
2.33,5,5,2,5,62,1.0,5,1,0,0,8,0,0,0
1.33,1,0,0,3,70,1.0,6,1,1,13,12,0,0,0
2.0,2,0,0,3,173,1.0,7,0,2,0,6,0,0,0
2.0,3,3,2,4,132,1.0,10,0,0,0,9,0,0,0
2.0,4,3,2,5,132,1.0,10,0,0,0,9,0,0,0
1.33,3,2,0,4,132,1.0,10,0,0,0,9,0,0,0
3.0,2,1,1,3,21,1.0,4,0,1,0,5,0,0,0
2.33,3,3,2,3,48,1.0,4,0,1,4,7,0,0,0
2.0,4,5,2,6,46,1.0,5,0,1,0,6,0,0,0
2.67,6,7,5,11,75,1.0,8,1,1,2,6,0,0,0
2.67,2,2,1,4,156,1.0,11,1,0,3,7,0,0,0
2.33,0,2,1,6,44,1.0,4,2,2,2,12,0,0,0
2.33,1,1,0,2,102,1.0,9,0,1,4,5,0,0,0
2.67,2,2,1,3,102,1.0,9,0,1,4,5,0,0,0
2.0,3,3,1,4,265,1.0,17,1,2,7,26,0,0,0
3.0,3,2,0,4,48,1.0,5,0,0,0,4,0,0,0
2.0,4,4,2,5,192,1.0,12,0,2,13,22,0,0,0
1.67,0,0,0,1,57,1.0,6,0,0,0,6,0,0,0
3.0,3,3,1,5,111,1.0,9,0,0,3,7,0,0,0
3.0,2,2,0,3,44,1.0,5,0,1,2,6,0,0,0
1.0,1,1,0,3,32,1.0,4,0,1,3,11,0,0,0
2.33,3,2,1,5,40,1.0,4,0,2,1,4,0,0,0
2.0,2,2,1,4,26,1.0,4,0,1,0,4,0,0,0
2.67,1,1,0,3,25,1.0,4,0,0,0,10,0,0,0
2.0,2,2,1,3,54,1.0,5,2,3,2,6,0,0,0
2.33,1,1,1,2,26,1.0,5,0,0,1,4,0,0,0
2.0,2,2,2,3,59,1.0,4,0,2,2,6,0,0,0
3.0,2,2,1,4,59,1.0,4,0,2,2,6,0,0,0
3.0,3,3,2,3,48,1.0,5,0,1,1,4,0,0,0
2.67,3,3,3,4,59,1.0,4,1,2,5,5,1,0,1
1.67,3,4,2,6,59,1.0,5,2,3,6,9,0,0,0
2.67,0,0,1,3,59,1.0,5,2,2,3,13,0,0,0
1.33,1,1,1,2,39,1.0,5,0,1,3,9,0,0,0
2.0,0,1,1,4,45,1.0,6,0,1,2,6,0,0,0
2.67,1,1,0,3,45,1.0,6,0,1,2,6,0,0,0
2.33,1,2,1,4,45,1.0,6,0,1,2,6,0,0,0
2.67,1,2,2,2,38,1.0,5,0,1,0,3,0,0,0
2.0,0,0,0,2,38,1.0,5,0,1,0,3,0,0,0
2.67,5,4,4,6,101,1.0,7,0,0,0,6,0,0,0
3.0,3,2,0,3,100,1.0,6,0,1,0,24,0,0,0
2.33,3,1,0,4,54,1.0,7,2,0,3,11,0,0,0
2.67,3,3,1,4,98,1.0,6,0,2,0,10,0,0,0
2.67,3,3,1,4,98,1.0,6,0,2,0,10,0,0,0
1.67,3,3,0,6,98,1.0,6,3,2,0,10,0,0,0
2.0,2,2,0,4,98,1.0,6,0,2,0,10,0,0,0
2.67,3,3,2,4,79,1.0,8,0,0,4,15,0,0,0
2.67,4,4,1,4,87,1.0,9,0,0,2,8,0,0,0
1.67,3,2,1,5,84,1.0,6,0,0,1,2,0,0,0
1.67,2,2,2,3,45,1.0,5,0,0,3,8,0,0,0
2.67,2,1,0,3,87,1.0,6,0,0,1,13,0,0,0
3.0,4,4,2,4,103,1.0,7,0,0,1,6,0,0,0
2.33,2,2,2,3,72,1.0,8,0,1,2,7,0,0,0
2.33,3,3,1,4,299,1.0,13,0,0,6,26,0,0,0
1.67,2,3,2,4,51,1.0,6,0,2,7,10,0,0,0
1.0,3,3,2,5,63,1.0,5,0,1,1,7,0,0,0
2.33,3,3,2,4,55,1.0,4,0,1,1,8,0,0,0
2.33,2,0,1,4,91,1.0,10,1,2,1,13,0,0,1
1.67,4,4,3,5,128,1.0,10,0,3,6,11,0,0,0
1.67,2,0,1,3,40,1.0,5,0,0,11,0,0,0,0
2.67,1,1,1,2,149,1.0,14,0,2,7,12,0,0,0
2.67,0,3,3,3,85,1.0,7,0,1,0,3,0,0,0
2.67,2,2,0,3,39,1.0,5,0,3,0,5,0,0,0
1.0,2,1,1,3,63,1.0,5,0,2,3,9,0,0,0
1.0,0,0,0,1,167,1.0,5,0,1,0,4,0,0,0
2.67,4,4,0,6,115,1.0,8,0,0,1,9,0,0,0
2.0,4,4,1,5,115,1.0,8,0,0,1,9,0,0,0
2.33,3,2,0,4,90,1.0,8,0,1,4,15,0,0,0
2.67,1,1,1,2,24,1.0,4,0,1,0,6,0,0,0
2.33,1,0,0,4,119,1.0,8,0,1,1,18,0,0,0
2.0,2,1,0,3,76,1.0,6,0,1,3,12,0,0,0
2.33,1,1,1,3,76,1.0,6,0,1,3,12,0,0,0
2.33,1,1,0,3,76,1.0,6,1,1,3,12,0,0,0
2.0,2,3,2,4,81,1.0,10,0,0,0,4,0,0,0
1.0,0,1,1,3,45,1.0,5,0,0,0,4,0,0,0
2.33,1,2,0,4,45,1.0,5,0,0,0,4,0,0,0
2.33,3,4,3,4,73,1.0,5,1,2,4,8,0,0,0
2.0,2,1,1,4,64,1.0,7,0,2,1,7,0,0,0
2.33,2,2,0,3,113,1.0,7,0,1,7,15,0,0,0
2.0,4,4,2,5,113,1.0,7,1,1,7,15,0,0,0
2.0,1,1,1,2,113,1.0,7,0,1,7,15,0,0,0
2.33,2,2,2,3,57,1.0,4,0,0,6,10,0,0,0
2.33,2,1,1,3,167,1.0,18,0,2,6,13,0,0,0
2.33,2,2,2,3,66,1.0,4,0,0,0,6,0,0,0
2.67,2,1,0,4,81,1.0,8,0,0,0,4,0,0,0
2.67,1,1,1,2,75,1.0,4,0,3,7,10,0,0,0
3.0,2,2,2,5,110,1.0,6,0,1,6,12,0,0,0
1.67,2,2,1,3,110,1.0,6,0,1,6,12,0,0,0
2.33,2,1,0,3,165,1.0,13,0,0,0,6,0,0,0
2.67,4,4,4,5,134,1.0,10,0,2,1,12,0,0,0
2.33,4,4,4,5,208,1.0,11,0,0,2,11,0,0,0
2.0,2,1,0,3,71,1.0,10,0,1,3,13,0,0,0
1.0,2,2,2,4,34,1.0,6,1,3,3,5,1,0,0
2.67,2,2,2,3,81,1.0,6,0,0,5,7,0,0,0
2.67,3,3,2,4,81,1.0,6,0,0,5,7,0,0,0
2.33,0,0,0,2,81,1.0,6,0,0,5,7,0,0,0
3.0,2,2,1,5,35,1.0,4,0,2,1,10,0,0,0
2.0,2,1,0,3,81,1.0,8,0,1,4,12,0,0,0
2.33,2,1,1,2,177,1.0,15,0,0,3,8,0,0,0
2.33,2,2,1,3,16,1.0,4,0,0,0,0,0,0,0
3.0,3,4,1,4,90,1.0,8,0,2,2,8,0,0,0
1.0,2,2,0,3,45,1.0,4,0,1,2,8,0,0,0
1.67,0,0,0,1,208,1.0,12,0,1,2,5,0,0,0
1.67,2,2,0,3,35,1.0,4,0,1,1,6,0,0,0
2.33,2,2,1,2,60,1.0,4,0,1,1,4,0,0,0
1.33,2,2,1,3,54,1.0,4,0,0,1,4,0,0,0
2.67,5,6,4,6,317,1.0,12,0,1,3,25,0,0,0
2.0,2,2,0,3,74,1.0,7,0,0,0,5,0,0,0
1.0,2,2,1,4,68,1.0,6,0,3,4,6,0,0,0
2.33,2,2,0,3,36,1.0,5,0,1,2,5,0,0,0
1.33,4,5,4,5,59,1.0,5,0,0,3,11,0,0,0
1.33,3,3,3,4,59,1.0,5,0,0,3,11,0,0,0
2.0,2,2,1,3,101,1.0,7,0,1,1,15,0,0,0
2.33,2,2,0,3,83,1.0,7,0,4,5,4,0,0,0
1.33,2,2,0,4,83,1.0,7,0,4,5,4,0,0,0
1.67,2,1,0,3,124,1.0,10,0,0,2,7,0,0,0
1.0,2,2,2,3,103,1.0,7,0,0,0,7,0,0,0
1.0,3,3,0,4,50,1.0,4,0,0,1,2,0,0,0
3.0,5,3,1,5,141,1.0,7,0,2,9,15,0,0,0
2.67,3,3,3,4,169,1.0,12,0,2,6,14,0,0,0
2.67,4,2,1,5,99,1.0,5,0,0,1,9,0,0,0
2.67,5,4,2,7,99,1.0,5,0,0,1,9,0,0,0
1.33,2,2,0,3,99,1.0,5,0,0,1,9,0,0,0
2.67,4,4,4,4,107,1.0,9,0,0,3,13,0,0,0
1.67,2,0,0,3,47,1.0,4,0,1,0,6,0,0,0
1.67,0,0,0,1,59,1.0,6,0,0,1,6,0,0,0
2.33,2,0,0,3,39,1.0,4,0,1,1,4,0,0,0
2.67,1,1,0,3,181,1.0,12,0,2,12,22,0,0,0
3.0,3,3,1,4,65,1.0,4,0,2,4,8,0,0,0
2.33,2,1,1,4,113,1.0,9,0,0,2,6,0,0,0
2.33,1,3,1,6,76,1.0,6,0,1,3,10,0,0,0
1.33,1,1,0,2,95,1.0,6,0,2,1,2,0,0,0
1.33,4,4,3,5,122,1.0,7,0,2,2,13,0,0,0
1.33,3,0,0,4,38,1.0,7,1,2,1,5,0,0,0
2.33,3,2,1,5,49,1.0,6,0,1,2,8,0,0,0
1.67,3,3,1,5,188,1.0,12,0,1,5,16,0,0,0
2.33,2,1,2,4,98,1.0,5,1,3,1,6,1,0,0
1.67,3,3,3,4,134,1.0,9,0,2,6,12,0,0,0
3.0,4,5,2,5,41,1.0,6,0,1,1,7,0,0,0
2.67,3,3,3,4,348,1.0,17,0,2,10,15,0,0,0
2.0,3,4,3,5,348,1.0,17,0,2,10,15,0,0,0
2.67,3,3,1,4,37,1.0,4,0,1,2,5,0,0,0
2.67,2,3,3,4,129,1.0,10,0,1,2,6,0,0,0
2.67,3,3,3,5,91,1.0,10,0,1,0,11,0,0,0
2.33,2,1,0,3,167,1.0,10,0,0,0,4,0,0,0
1.33,2,1,1,3,65,1.0,5,0,0,1,7,0,0,0
2.33,2,2,2,3,67,1.0,5,0,0,0,5,0,0,0
2.67,4,4,3,5,178,1.0,12,1,2,6,28,0,0,0
1.33,3,3,3,4,178,1.0,12,1,2,6,28,1,1,1
2.0,2,2,2,2,71,1.0,7,0,3,0,5,0,0,0
3.0,2,2,0,3,47,1.0,8,1,3,0,7,0,0,0
2.0,3,1,2,4,47,1.0,8,2,3,0,7,0,0,0
2.67,3,4,2,4,98,1.0,8,0,2,3,6,0,0,0
2.33,1,1,0,3,49,1.0,4,0,3,1,4,0,0,0
1.33,2,2,2,4,38,1.0,4,1,1,2,5,0,0,0
2.67,2,2,2,3,38,1.0,4,0,1,2,5,0,0,0
2.0,3,3,2,5,96,1.0,6,0,0,1,11,0,0,0
1.67,0,0,0,2,51,1.0,4,0,1,3,4,0,0,0
2.67,3,3,2,4,51,1.0,4,0,1,3,4,0,0,0
2.33,3,4,4,4,104,1.0,5,0,0,0,8,0,0,0
1.67,3,2,1,4,104,1.0,5,0,0,0,8,0,0,0
1.67,2,2,2,3,51,1.0,4,0,1,1,4,0,0,0
1.67,2,2,2,3,153,1.0,10,0,1,2,14,0,0,0
2.33,4,4,2,4,73,1.0,5,1,1,3,8,0,0,0
2.67,4,4,3,5,154,1.0,18,0,2,0,19,0,0,0
2.0,2,2,0,3,26,1.0,4,0,3,2,3,0,0,0
3.0,3,4,1,4,84,1.0,7,0,0,1,8,0,0,0
3.0,4,3,1,5,33,1.0,4,1,0,1,9,0,0,0
2.67,2,1,0,3,153,1.0,10,0,1,1,14,0,0,0
2.67,2,1,0,4,153,1.0,10,0,1,1,14,0,0,0
2.67,3,2,1,4,153,1.0,10,0,1,1,14,0,0,0
1.67,5,1,1,6,55,1.0,5,0,0,0,3,0,0,0
2.33,3,3,1,5,98,1.0,7,0,2,3,8,0,0,0
2.33,2,2,1,3,63,1.0,4,0,1,1,4,0,0,0
2.67,2,2,0,2,77,1.0,7,0,0,5,10,0,0,0
2.0,3,2,0,4,59,1.0,5,0,2,1,7,0,0,0
1.33,0,2,1,4,45,1.0,4,0,0,1,5,0,0,0
2.33,2,2,1,5,96,1.0,6,0,2,0,4,0,0,0
1.33,3,3,1,5,49,1.0,8,0,2,3,4,0,0,0
3.0,2,2,2,3,126,1.0,8,0,0,2,14,0,0,0
2.0,3,3,2,4,406,1.0,15,0,1,4,18,0,0,0
2.33,3,4,4,4,132,1.0,11,2,2,6,16,0,0,0
2.33,1,1,1,3,80,1.0,8,0,3,4,8,0,0,0
3.0,1,1,1,3,80,1.0,8,0,3,4,8,0,0,0
2.67,3,3,1,3,80,1.0,8,1,3,4,8,0,0,0
2.67,2,2,2,3,44,1.0,4,0,0,3,10,0,0,0
2.67,2,2,2,3,104,1.0,6,0,2,14,9,0,0,0
2.33,3,3,0,5,59,1.0,7,0,0,6,8,0,0,0
